Track URI,Track Name,Artist Name(s),genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:1GJNn7weRj8gU97J8zs1KH,Lost,"CloudNone, Danyka Nadeau","N/A, N/A",0.589,0.896,5,-6.163,0,0.0448,0.0404,0.000177,0.0943,0.261,128.008
spotify:track:7q887Wj7xbhsSKhHct5xKM,Under Pressure,"MEDUZA, Vintage Culture, Ben Samama","edm, pop dance, pop house, uk dance, brazilian edm, N/A",0.416,0.821,10,-7.502,0,0.0394,0.183,0.013,0.149,0.521,122.916
spotify:track:0hSdx0sbSmYRVJzZTuspu0,Deep (with DJ Snake & Yung Felix),"Malaa, DJ Snake, Yung Felix","bass house, brostep, edm, electro house, electronic trap, house, dance pop, edm, electronic trap, pop, pop dance, dutch hip hop, dutch rap pop",0.954,0.791,9,-5.717,0,0.26,0.0179,2.92e-05,0.29,0.493,128.005
spotify:track:0UhmvaYmYj7Hw9QQ5gYQg7,Into The Light,"Notaker, Karra","complextro, la pop, pop edm",0.484,0.675,1,-6.99,0,0.0444,0.0178,0.634,0.329,0.0584,99.98
spotify:track:4o40b6FouxCfciLvpmUEeC,Nostalgic,"Ekonovah, Bella Renee","bass house, N/A",0.658,0.654,4,-9.729,0,0.0499,0.00695,0.00296,0.155,0.277,121.972
spotify:track:5H95n43z0KFcXGCEc0ewe1,Pieces,AVAION,N/A,0.7,0.271,4,-13.316,1,0.062,0.872,0.322,0.1,0.198,120.015
spotify:track:7i4ea9ovvLZfQ5KRJ60edh,Trip,"Blank Sense, Robert Flott","tech house, N/A",0.678,0.919,4,-6.804,0,0.0508,0.00887,0.626,0.292,0.652,127.983
spotify:track:2hLczPN5CH5qhc6J4WBJHs,My Feelings For You - Mark Knight Remix,"Avicii, Sebastien Drums, Mark Knight","dance pop, edm, pop, pop dance, progressive electro house, house, progressive house, tech house, uk house",0.728,0.95,11,-4.216,0,0.0977,0.0055,0.00386,0.33,0.812,124.003
spotify:track:1uXPu4aSDFPLzyNcH6ASD4,Drugs From Amsterdam,Mau P,tech house,0.686,0.928,8,-10.38,1,0.0527,0.0316,0.727,0.0576,0.631,124.986
spotify:track:2PoKeRQOAEeDf8skwG0Yyi,Feel Alive (with Sky Blu of LMFAO),"TELYKAST, Sky Blu","N/A, N/A",0.765,0.952,2,-4.698,1,0.0728,0.0174,0.0501,0.12,0.807,126.982
spotify:track:53De5pp7L4umlJU7srhacZ,"Take Off, Baby! feat. Orlando - Original Mix","Ronald Christoph, Orlando","N/A, N/A",0.908,0.518,1,-9.569,1,0.116,0.00406,0.682,0.104,0.624,124.008
spotify:track:4xlnQaxvyn2tcGNNxO7bkK,Mesmerized,Ben Plaskett,N/A,0.791,0.812,2,-5.935,1,0.0662,0.00854,0.000541,0.0799,0.528,128.025
spotify:track:2ST4u9GusI2ddDfuMvXA5l,Yeah The Girls,"FISHER, MERYLL","australian house, house, N/A",0.755,0.968,8,-5.282,1,0.0424,0.00117,0.773,0.103,0.785,126.007
spotify:track:0P5QzFegDwQWWgeIzAI30Z,Let It Be,CAZZETTE,"complextro, edm, electro house, pop dance, progressive electro house",0.637,0.967,6,-4.59,0,0.0506,0.0108,0.762,0.377,0.704,125.968
spotify:track:0tjviLADqxF7DtolJgJLf1,Midnight,Interupt,bassline,0.612,0.78,10,-5.64,0,0.0738,0.0103,0.651,0.215,0.82,130.015
spotify:track:29R1IMTTbDDA3VNlk6UEW5,Play,"Jax Jones, Years & Years","dance pop, edm, house, pop dance, uk dance, uk pop, dance pop, gauze pop, pop, pop dance, uk pop",0.771,0.768,11,-7.773,0,0.0451,0.0266,1.26e-05,0.426,0.607,125.023
spotify:track:4AnstjlAxgNRjym4uQQsju,Enight,Juche,"hardwave, wave",0.642,0.873,4,-4.27,1,0.0848,0.00435,0.000385,0.605,0.416,121.988
spotify:track:46JbXTR6VNrnnoJJAsn6gN,LIGHTWAVES,"Benny Benassi, Anabel Englund","dutch house, edm, electro house, pop dance, N/A",0.647,0.908,10,-5.606,0,0.0324,0.0363,2.48e-06,0.075,0.163,125.953
spotify:track:2mIHEm6ZbKQ6ieeUeAlag3,Zhudio54,"ZHU, partywithray","edm, electro house, N/A",0.91,0.452,9,-6.114,1,0.0763,0.00341,0.0839,0.351,0.158,121.967
spotify:track:7LVEBvmKB5uDTg0CGqDo3p,Who Are You? - Chris Lake Remix,"Miane, Chris Lake","tech house, bass house, edm, electro house, house, melbourne bounce, pop dance, progressive house, tech house",0.786,0.87,2,-5.839,1,0.0507,0.0493,0.215,0.0863,0.676,126.011
spotify:track:1oqniN5rzgvhAWoq4HgY2W,Nothing Better,"Chris Lake, Chris Lorenzo","bass house, edm, electro house, house, melbourne bounce, pop dance, progressive house, tech house, bass house, house, tech house",0.699,0.936,7,-5.601,0,0.125,0.0194,0.000431,0.0506,0.369,125.946
spotify:track:3cPAB9safSc4TS0fyrzIJR,Lies,"Sebastian Wibe, Jack Dawson","pop edm, N/A",0.485,0.892,0,-6.093,0,0.054,0.0157,1.69e-05,0.36,0.382,123.916
spotify:track:67078rNqjbYaOAkviLyp6j,no 1 else,shYbeast,N/A,0.578,0.761,4,-6.097,0,0.0424,0.00702,0.0667,0.0898,0.073,104.975
spotify:track:03xSjRVQsSqFxIR794upmX,Gimme Some Keys,Matroda,"bass house, electro house, tech house",0.802,0.725,11,-5.218,0,0.0521,0.00222,0.819,0.064,0.864,124.992
spotify:track:1i5XRu1L0x7gIg9UGKqizL,Consciousness - Eric Prydz Remix,"Anyma, Chris Avantgarde, Eric Prydz","stutter house, melodic house, edm, electro house, house, pop dance, progressive electro house, progressive house",0.623,0.866,7,-7.145,1,0.051,0.0109,0.785,0.637,0.244,125.967
spotify:track:2YDOjCfkGciEXxSutB6LJR,World Hold On - FISHER Rework,"Bob Sinclar, FISHER, Steve Edwards","disco house, filter house, australian house, house, N/A",0.771,0.883,1,-5.243,0,0.0584,0.00596,0.00607,0.135,0.895,127.008
spotify:track:0f7ifN4vXV4z2C52POeDQT,Devon - Oliver Huntemann Remix,"Oliver Schories, Oliver Huntemann","deep euro house, hamburg electronic, minimal techno, dark techno, german techno, hamburg electronic, high-tech minimal, minimal techno",0.8,0.777,5,-6.526,1,0.0405,0.00278,0.892,0.0831,0.249,127.008
spotify:track:6txvQu0zUbiqG24A8XMLnK,Miracle Maker,"Dom Dolla, Clementine Douglas","australian house, deep groove house, house, uk dance",0.609,0.94,10,-6.097,1,0.0617,0.00124,0.269,0.15,0.238,128.001
spotify:track:72CMRQXaYR3H8EwYCu9AjW,Look My Way,Tempura,N/A,0.639,0.658,5,-4.745,1,0.0867,0.0037,0.0509,0.115,0.593,77.509
spotify:track:6SFkLxjZLpK6PNwO91sMES,I'm God,"Clams Casino, Imogen Heap","cloud rap, experimental hip hop, instrumental hip hop, psychedelic hip hop, etherpop, metropopolis",0.529,0.641,2,-6.78,1,0.0336,0.0711,0.76,0.102,0.089,141.927
spotify:track:6l4DAumg138A324aTQfXUi,Wildfire - Colyn Remix,"RÜFÜS DU SOL, Colyn","australian electropop, indietronica, melodic techno",0.798,0.601,6,-7.27,1,0.0551,0.0373,0.852,0.0756,0.282,123.993
spotify:track:1TlFcqw1hBb3VOx5VFTiuV,AROSE,Lyke,N/A,0.715,0.819,10,-4.703,1,0.0328,0.0229,0.677,0.115,0.331,124.001
spotify:track:40SBS57su9xLiE1WqkXOVr,Afraid To Feel,LF SYSTEM,uk dance,0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87
spotify:track:088jA8SBv1P0viSjYBieBI,The Sound of Winter,Bush,"alternative metal, alternative rock, grunge, nu metal, post-grunge, rock",0.575,0.8,2,-4.159,1,0.0312,0.000142,9.19e-05,0.174,0.305,119.981
spotify:track:61b7m8jNskWINV4yZCaflc,Nobody Like You - Sun Soaked Mix,Kaskade,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house",0.62,0.569,7,-10.041,0,0.0642,0.492,0.592,0.15,0.0574,120.968
spotify:track:5tCfrieb4uaIPs3IAESVbF,Consciousness,Cosmic Gate,"edm, german techno, german trance, progressive house, progressive trance, trance",0.602,0.878,6,-8.047,1,0.045,0.00679,0.815,0.249,0.0484,136.989
spotify:track:6W9blgdInd46fBy4jOqDaL,Take Me,RÜFÜS DU SOL,"australian electropop, indietronica",0.719,0.773,0,-7.397,1,0.0463,0.168,0.0303,0.0952,0.46,124.031
spotify:track:7K1TsEgLCoNxr7tvPRJgrL,Make It Happen,RÜFÜS DU SOL,"australian electropop, indietronica",0.595,0.723,9,-7.639,0,0.0275,0.00882,0.0515,0.575,0.224,119.987
spotify:track:2cAYjs1WvosMFadzTDmmzD,It's A Killa,"FISHER, Shermanology","australian house, house, dutch house",0.78,0.914,7,-5.283,1,0.0435,0.00356,0.00701,0.151,0.81,125.986
spotify:track:3WWAvWDBQANpJeNbvVbjMg,Heartbeat,Childish Gambino,"atl hip hop, hip hop, rap",0.8,0.545,1,-7.002,0,0.126,0.00373,0.000507,0.0445,0.292,119.965
spotify:track:3LUSxUzJ7wD8N0SeVRLkcR,In A Club,"VOLAC, illusionize, Andre Longo","bass house, tech house, brazilian bass, brazilian edm, brazilian house, N/A",0.806,0.861,7,-7.0,1,0.0491,0.0321,0.696,0.155,0.9,123.025
spotify:track:4zN21mbAuaD0WqtmaTZZeP,Ferrari,"James Hype, Miggy Dela Rosa","deep groove house, house, pop dance, uk dance, dance pop, pop dance",0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004
spotify:track:3ZuGuAoslldTYU4utXyDEW,Gotta Go,Falling Decibyls,N/A,0.726,0.852,4,-3.215,0,0.0341,0.0317,0.00322,0.41,0.711,125.031
spotify:track:1oWGREKWr0XR8rLId4AcLt,Long Way Home - Radio Edit,"Going Deeper, TRØVES","pop edm, russian edm, sky room, N/A",0.683,0.661,4,-7.686,0,0.0312,0.0216,1.46e-05,0.0843,0.251,122.019
spotify:track:1he0nibCzlDvB96EoJbbIZ,Golden (feat. Blondfire),"Sander van Doorn, Blondfire","dutch house, dutch trance, edm, electro house, pop dance, progressive electro house, progressive house, metropopolis, shimmer pop",0.605,0.772,6,-5.971,1,0.0657,0.0687,0.0227,0.151,0.61,121.994
spotify:track:325Ey3xcVIXC8JsTOzpmK8,All I Want,Just Because,N/A,0.732,0.637,11,-9.274,0,0.0415,0.068,0.941,0.211,0.44,118.023
spotify:track:7yT31cuPzcqkE2BJV4Fusx,Riptide,"Lane 8, Davey Havok","gauze pop, melodic house, progressive house, N/A",0.553,0.972,5,-7.212,0,0.0559,0.00277,0.856,0.133,0.128,124.013
spotify:track:3gfzplx1zpl6wwLWPcGV5c,Gone Tomorrow - Short Edit,Lika Morgan,house,0.71,0.786,11,-5.699,1,0.0384,0.0323,0.00771,0.13,0.604,120.003
spotify:track:1ZVINRlX22texrlD7kRUiE,Relax (Don't Do It) - Short Edit,Lika Morgan,house,0.766,0.894,2,-4.583,1,0.051,0.00194,0.0418,0.0829,0.517,120.02
spotify:track:43AFeZxWtJNYUBTJeyPWo5,Lost Messages,Miguel Migs,deep house,0.839,0.91,7,-6.821,1,0.0634,0.0107,0.557,0.0186,0.685,120.001
spotify:track:1l9gVSPDoWh7jQ89Ad2HIn,Terrified,"Vintage Culture, KVSH, Bruno Be, The Beach","brazilian edm, brazilian edm, trance brasileiro, brazilian edm, indie anthem-folk",0.737,0.75,11,-7.734,0,0.0358,0.0866,0.000394,0.107,0.388,116.952
spotify:track:3kMNJTQ3GvqLwxhx02z9b3,Miss Me,"NUZB, MALARKEY","brazilian edm, brazilian house, future bounce, future bounce",0.765,0.777,3,-4.153,0,0.0466,0.232,6.15e-06,0.115,0.587,122.008
spotify:track:0xfMlIW8lS40qvpsUw1l0X,Never Going Home,Kungs,"edm, pop dance, uk dance",0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042
spotify:track:4ANmPUsA3LAvOSP8xen6Vt,The Calling,"Tchami, Marten Hørger","deep groove house, edm, electro house, future house, house, pop dance, progressive house, bass house, tech house",0.748,0.873,6,-6.301,1,0.0627,0.00867,0.151,0.244,0.348,124.995
spotify:track:1J1Ks0GQTMqgjTTWwW3vOq,Coming Home,King Topher,N/A,0.788,0.63,5,-8.51,0,0.054,0.069,0.0997,0.0545,0.328,122.978
spotify:track:2c8l3sIe7mJY7tHb65s7Al,Guide,"Denis Kenzo, Kate Miles","progressive house, progressive trance, russian edm, russian trance, trance, uplifting trance, N/A",0.562,0.786,7,-6.902,0,0.0559,0.254,0.0014,0.279,0.0607,128.021
spotify:track:5PQSCIKSPuvkDIrvxG9sFY,As I Sleep (feat. Charlee) [BODÉ Remix] - Club Mix,"Tobtok, Adrian Lux, Charlee, BODÉ","deep groove house, deep tropical house, uk dance, progressive electro house, N/A, N/A",0.606,0.621,1,-7.939,0,0.0551,0.000485,0.0691,0.091,0.516,123.945
spotify:track:5GXoQiayhOGZsn1eZhgVeU,Never Be The Same - ALPHA 9 Remix,"Tritonal, Rosie Darling, ALPHA 9","edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance, alt z, progressive house, progressive trance, russian trance, trance, uplifting trance",0.582,0.964,11,-4.206,1,0.0291,0.00506,0.463,0.0967,0.491,125.997
spotify:track:3MxcLAqMsbdkH0sK9J2v6V,Rush,Hotel Garuda,N/A,0.702,0.757,11,-7.327,0,0.0581,0.012,0.192,0.099,0.421,121.997
spotify:track:4UnF7mAMF48oueqqhSLrai,Alkantara,Bottai,N/A,0.62,0.96,3,-4.976,0,0.0849,0.118,0.906,0.42,0.387,122.019
spotify:track:4qwAiiYlMX0ypqretAOHWQ,I’m Falling - Next Habit Edit,"Anton Powers, Next Habit","deep groove house, house, uk dance, N/A",0.551,0.872,6,-5.966,0,0.0414,0.000919,0.399,0.0264,0.538,123.991
spotify:track:2bm1FmAxEbpDkuIk2jSDgf,No Rival,"Egzod, Maestro Chives, Alaina Cross","N/A, N/A, N/A",0.395,0.738,11,-5.347,0,0.0552,0.0446,0.0,0.121,0.477,159.831
spotify:track:23tSVCziOnXVAyayQt0Bi7,Flying,Curbi,"dutch house, edm, electro house, future house, pop dance, progressive electro house",0.747,0.855,4,-7.27,1,0.0341,0.24,0.807,0.111,0.219,130.038
spotify:track:4VHoXPVsh3Ixfe23PW9xSO,Rudimentary - Original mix,GAR,N/A,0.683,0.891,7,-8.524,0,0.061,0.0176,0.618,0.337,0.22,126.011
spotify:track:70W5IUsw6I9WY3UusyNQmD,Shoebox '98,ONnotez,N/A,0.861,0.801,6,-7.25,1,0.203,0.168,0.83,0.0969,0.285,117.993
spotify:track:4PPiV0xlKze0D4G93UWLji,White Noise,"Disclosure, AlunaGeorge","edm, house, indietronica, uk dance, electropop, uk dance",0.683,0.845,10,-6.17,0,0.051,0.0103,0.000108,0.345,0.874,119.966
spotify:track:3TnzNXQBPKpBvs7MZnsANQ,Feelings,ENiGMA Dubz,"chillstep, classic dubstep, deep dubstep",0.421,0.703,9,-5.915,0,0.0297,0.00245,0.0191,0.115,0.0797,139.898
spotify:track:7lCu7IgWLKeHBGcTR4HfgX,Renegade (Slowed + Reverb),Aaryan Shah,dark r&b,0.5,0.429,5,-12.754,0,0.0396,0.457,0.408,0.364,0.0817,82.496
spotify:track:0LutSFkJMvOWg0AmcldViX,Pretty Brown,Butch U,N/A,0.83,0.907,0,-3.178,0,0.0666,0.347,0.0849,0.0429,0.275,104.985
spotify:track:5Tk3G1kTKJS2qd9D7rNMXp,Garde Le Pour Toi,Paradis,"electro-pop francais, french indie pop, french indietronica",0.665,0.88,8,-7.475,0,0.0435,0.00855,0.47,0.156,0.502,117.011
spotify:track:79mZvf1UxhCc5H04gogXaS,Memories,Lux-Inspira,indonesian edm,0.531,0.804,8,-6.782,0,0.0311,0.0261,0.0161,0.0584,0.352,139.968
spotify:track:4anI3Eme2PINp4XWzXTPRH,Heat,Cloud Battalion,synthwave,0.399,0.884,6,-4.787,0,0.0419,4.85e-05,0.974,0.116,0.149,148.983
spotify:track:1LY3wORUYTg8t2lZ1v6wHq,Hindsight,"Tom Martin, SHOR","N/A, N/A",0.713,0.651,4,-7.731,0,0.042,0.106,0.0547,0.122,0.203,107.011
spotify:track:5H1tp2k7Ck2KPBE8t4zOO1,Still Love You,"Dallerium, MKDN","deep groove house, N/A",0.721,0.854,11,-6.74,1,0.0392,0.0187,0.369,0.252,0.104,124.019
spotify:track:7soydniaZqM6zwvwYKE36F,Dreams,THAT KIND,uk dance,0.769,0.819,9,-5.266,0,0.0482,0.216,0.00942,0.103,0.771,124.029
spotify:track:2HsdgQQdg2z5zJ73XclFg6,Moonpool,Oakwite,"liquid funk, stateside dnb",0.482,0.941,8,-4.139,0,0.0748,0.00581,0.861,0.0701,0.116,174.075
spotify:track:7wB5Ktf3MbsbNRgEDI5B80,Tidalwave,"Moksi, Adam McInnis","bass house, brostep, dutch edm, electro house, electronic trap, N/A",0.755,0.819,0,-5.885,1,0.033,0.0138,0.0029,0.0783,0.487,121.972
spotify:track:6qMCDq5zKJtnUWFYXVJhuV,Love Control,J&K,N/A,0.736,0.726,10,-8.406,0,0.0697,0.283,0.0115,0.0615,0.558,123.009
spotify:track:11ra4Y7CUE7lAJZOXkmGSA,Like Mmh,"Panuma, TwoWorldsApart, LissA","N/A, N/A, indie electropop",0.801,0.798,11,-4.942,0,0.0502,0.047,0.01,0.079,0.378,121.974
spotify:track:4fwKDFQH2ORbfw23XqQmlO,Only Knew,"Rootkit, Nevve","chillstep, complextro, electro house, gaming edm, melodic dubstep, pop edm",0.365,0.701,10,-6.36,0,0.0482,0.0581,0.000147,0.733,0.183,173.92
spotify:track:4yZFRsi0Jn2Ws7bLeyY67b,Fine Lines,"Felon, EKE","deep groove house, N/A",0.64,0.945,10,-3.359,0,0.0678,0.0113,0.00025,0.0627,0.261,125.005
spotify:track:3gSUd6yjk3Xn2XkmjkKF5r,Together - SMLE Remix,"CID, smle","bass house, deep groove house, dutch house, edm, electro house, house, pop dance, pop edm, progressive electro house, progressive house, tech house, uk dance, future bass",0.736,0.51,10,-10.021,0,0.103,0.0198,0.761,0.11,0.113,100.008
spotify:track:5EjFSOWIM5dNe6A3sojac9,Won't Be Here Forever,Phantoms,la pop,0.755,0.722,9,-5.829,0,0.0345,0.17,0.0309,0.0765,0.818,121.967
spotify:track:3pVoSIF2SJrsqXWjIVyABr,Body,Sam Blacky,N/A,0.66,0.831,5,-5.195,0,0.0423,0.035,0.165,0.0605,0.557,123.985
spotify:track:4gODpjB6w78V8zLjUaVAve,live in myth,Brock Wilson,N/A,0.73,0.547,8,-8.889,0,0.0704,0.346,0.753,0.284,0.592,93.978
spotify:track:3RgjEXlZkztwxqZQBGteQo,Sky Is Crying (Kasbo Remix),"ZHU, Kasbo, Yuna","edm, electro house, future bass, pop edm, swedish electropop, vapor twitch, malaysian pop",0.51,0.799,9,-6.649,0,0.101,0.0527,0.000199,0.222,0.205,111.9
spotify:track:3vUjS392F98mUuSCYD31hV,MADE 4 THIS,Tisoki,"brostep, dubstep, gaming dubstep",0.694,0.879,0,-2.065,0,0.0789,0.0413,0.175,0.0897,0.492,129.989
spotify:track:4wmrfUPuvK9phVehREZZ1X,Tim,ARTY,"big room, edm, electro house, pop dance, progressive electro house, progressive house, russian edm",0.25,0.909,4,-5.407,1,0.0414,0.00909,0.848,0.136,0.322,128.025
spotify:track:2kYqdSlrtovVMMIn6ykzba,I Wanna Know,"Alesso, Nico & Vinz","dance pop, edm, pop, pop dance, progressive electro house, afrobeats",0.655,0.818,2,-3.626,1,0.033,0.0842,0.0,0.106,0.474,115.971
spotify:track:4DdD88ps8wnB4pHqMDgQnk,Magical,"Cassian, ZOLLY","melodic house, N/A",0.616,0.823,6,-7.096,1,0.0323,0.0191,0.166,0.0889,0.524,106.021
spotify:track:0tmmzcCEZodSaMJlS7ZiZ1,Rainforest - Valentino Khan Remix,"Tchami, Valentino Khan","deep groove house, edm, electro house, future house, house, pop dance, progressive house, brostep, edm, electro house, electronic trap, moombahton",0.759,0.948,8,-4.26,0,0.102,0.000808,0.391,0.13,0.424,125.998
spotify:track:07i2fNjDkeZFwYTkTGnG1L,Let Stars Fall,Last Island,future bass,0.679,0.854,8,-5.358,1,0.0489,0.0216,0.538,0.152,0.312,100.016
spotify:track:4C2ohxfUodwGkMN67lxGbs,Beat Freak (ft. lau.ra),"Chris Lake, Riva Starr, lau.ra","bass house, edm, electro house, house, melbourne bounce, pop dance, progressive house, tech house, deep house, house, tech house, N/A",0.886,0.694,9,-5.322,0,0.0448,0.0123,0.44,0.13,0.962,126.018
spotify:track:4skbQNtyjy8A7mo8oqe2oD,A Drug From God,"Chris Lake, Grimes, NPC","bass house, edm, electro house, house, melbourne bounce, pop dance, progressive house, tech house, art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop, N/A",0.714,0.883,9,-4.43,1,0.0625,0.00819,0.843,0.231,0.819,126.016
spotify:track:49tMnLt1iXNT6QBOsepFyg,All Night Alone - Chris Lake Edit,"Josement, Chris Lake","german dark minimal techno, bass house, edm, electro house, house, melbourne bounce, pop dance, progressive house, tech house",0.804,0.857,1,-6.814,1,0.118,0.0534,0.824,0.086,0.848,126.001
spotify:track:5cLaBI9yBgzcxSf950CcW7,Free,"Vintage Culture, Fancy Inc, Roland Clark","brazilian edm, brazilian bass, brazilian edm, garage house",0.704,0.936,9,-3.99,1,0.0745,0.00207,0.00026,0.218,0.357,125.018
spotify:track:61ZsKVgKAdTusaK7maNsU6,No Introduction,Dr. Fresch,"bass house, electro house",0.614,0.832,8,-6.77,1,0.0417,0.0531,0.356,0.328,0.279,105.002
spotify:track:0WTztHvGydbmUbIiyP1A8T,Not Meant To Be Easy,Last Island,future bass,0.493,0.86,10,-6.483,0,0.0816,0.179,0.0181,0.156,0.208,119.87
spotify:track:4G4patpYxsF6ovHZOX9wgR,Human (feat. Echoes),"John Summit, Echoes","house, pop dance, tech house, uk dance, N/A",0.544,0.856,5,-6.84,0,0.0314,0.00162,0.818,0.0763,0.233,125.992
spotify:track:20m89DfxRQKZCGa92WV1hy,Moon and Stars,Sevenn,brazilian edm,0.652,0.86,10,-6.414,0,0.0402,0.0311,0.191,0.238,0.232,123.937
spotify:track:77jf8ec2ndydDEzF1jTZj2,Lullaby,"Flakkë, GUDI, LUISAH","brazilian edm, brazilian house, brazilian house, N/A",0.686,0.748,2,-5.05,0,0.0363,0.0856,0.0,0.337,0.355,124.034
spotify:track:2CIUg6v4WicaUiRGPz5nbz,Come Over,"Öwnboss, SPECT3R","brazilian edm, brazilian edm",0.594,0.865,3,-6.307,0,0.0417,0.0381,0.00546,0.63,0.302,126.016
spotify:track:6jAPzxblYZrD1XpGAhIswt,Stained Glass,"CloudNone, Direct, Mr FijiWiji, Chxse","N/A, chillstep, gaming edm, melodic dubstep, chillstep, complextro, gaming edm, N/A",0.647,0.861,9,-6.35,0,0.161,0.0379,0.0173,0.462,0.0897,126.951
spotify:track:7t5Xv3Qsm2RZth5Jny6ott,Crave You,Anto,deep groove house,0.663,0.864,0,-4.387,0,0.0313,0.0131,0.000683,0.0277,0.301,123.007
spotify:track:6RxU4d3DpyRtXNxq1MY1L2,Who You Are - Mixed,KAASI,N/A,0.626,0.344,1,-14.149,1,0.0666,0.484,0.331,0.133,0.116,120.017
spotify:track:3KMEosGA5J9p45HS9rEiVM,Ghosts (feat. Hana),"Tchami, HANA","deep groove house, edm, electro house, future house, house, pop dance, progressive house, dark pop",0.679,0.876,6,-10.27,1,0.0421,0.00755,0.851,0.0567,0.722,123.999
spotify:track:6LKpiaIF8jCAGj8W96WNQr,Above The Tide,Duke & Jones,uk dance,0.575,0.729,5,-8.973,0,0.0474,0.0109,0.854,0.255,0.0999,115.045
spotify:track:0o7p0yZL6fJ4EbciC8yP0X,Memories,"Coopex, New Beat Order, Nito-Onna","covertronica, traprun, covertronica, covertronica",0.745,0.862,8,-4.18,1,0.116,0.335,0.000623,0.102,0.738,123.979
spotify:track:3uP3xlyj70gIv29lGQ0jua,Fallin for You,SIDEPIECE,"edm, house, tech house",0.797,0.877,8,-5.539,1,0.0651,0.0097,0.847,0.0763,0.303,125.001
spotify:track:0YQEWdfq3ajtNtK106Dr0k,Shinigami Eyes,Grimes,"art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop",0.632,0.691,9,-5.226,0,0.0603,0.00604,0.00149,0.19,0.0768,116.028
spotify:track:2RewssjxD7gyYHnywtYS51,OCN,Notaker,complextro,0.633,0.609,1,-7.418,1,0.0314,0.117,0.898,0.0749,0.0391,105.986
spotify:track:0eN1RPkuWomQZXionj6cBp,I Need U,Matt Steffanina,N/A,0.715,0.734,11,-8.181,0,0.0377,0.0212,0.711,0.339,0.0391,124.0
spotify:track:1mpPUrkbwRgNGw7faP1Hxw,Hypnotized - Loods Dub Remix,"Purple Disco Machine, Sophie and the Giants, Loods","deep house, house, sheffield indie, australian dance, disco house",0.629,0.847,6,-6.756,0,0.0484,0.00045,0.905,0.115,0.646,124.987
spotify:track:34rmUwuihxQqiUAn3iHLvR,i miss u - John Summit Remix,"Jax Jones, Au/Ra, John Summit","dance pop, edm, house, pop dance, uk dance, uk pop, alt z, deep pop edm, house, pop dance, tech house, uk dance",0.643,0.878,9,-6.638,1,0.0314,0.00716,0.00908,0.13,0.765,126.009
spotify:track:03F7FL0pcmVT4W8V8pERCH,Cross Your Mind,David Solomon,N/A,0.708,0.772,5,-3.863,1,0.0345,0.0192,7.13e-05,0.145,0.848,123.986
spotify:track:6Y82UdCmkWnOZTtS7X6ss8,Feels Like,Morgin Madison,melodic house,0.694,0.868,4,-6.469,0,0.0963,0.0602,0.0297,0.131,0.428,125.092
spotify:track:4GaKFZXMdX86TL5CyuE1BF,Automatic,"Lane 8, Solomon Grey","gauze pop, melodic house, progressive house, N/A",0.64,0.432,3,-10.808,1,0.0361,0.799,0.737,0.11,0.183,124.012
spotify:track:4et1hecC2W7s4LNpU84lUD,Nuclear Lethargy,Lane 8,"gauze pop, melodic house, progressive house",0.479,0.791,5,-9.039,0,0.0299,0.000637,0.926,0.103,0.245,124.015
spotify:track:2Hi8MJtgpoLXsxE99zBsEj,Sweet Melodies,Lizzy Land,indie electropop,0.71,0.806,0,-6.405,1,0.043,0.53,0.0105,0.0671,0.877,160.019
spotify:track:4Dp3yrEK6dQzr9oM2UtZgR,Untrue,Tchami,"deep groove house, edm, electro house, future house, house, pop dance, progressive house",0.68,0.869,4,-5.085,0,0.034,0.00326,0.818,0.261,0.403,121.028
spotify:track:36VJWmsavTWP07R8hzHXzZ,Cold - Andrelli Remix,"Boy In Space, unheard, Andrelli","alt z, N/A, swedish pop",0.791,0.737,9,-7.784,1,0.0365,0.0299,0.000925,0.0225,0.724,124.973
spotify:track:4YP25xqznEgXzPfyKEZUUv,Huna - Light Below Remix,"Damaui, Light Below","dutch edm, N/A",0.727,0.843,5,-6.61,1,0.0448,0.0075,0.712,0.0813,0.0791,122.978
spotify:track:2IvfDnVdWX9m6PoduumQBk,Around You,Loge21,bass house,0.729,0.734,7,-5.671,0,0.108,0.0444,5.34e-05,0.0871,0.321,123.087
spotify:track:5drPG7Jfd99IQuXA0yN5C9,Airborne,Aether,"chillstep, substep",0.621,0.605,6,-8.432,0,0.065,0.216,0.95,0.107,0.257,170.052
spotify:track:3ydFRJUABULlXklU1M24TV,Together,SIDEPIECE,"edm, house, tech house",0.727,0.749,2,-5.811,0,0.0327,0.184,0.00666,0.105,0.466,125.056
spotify:track:4ZOuB9nVbvyeEIYKbm55O4,Best Be Believing - Shadow Child Remix,"AlunaGeorge, Shadow Child","electropop, uk dance, house, minimal tech house, uk dance",0.85,0.755,11,-6.832,0,0.0597,0.0136,0.565,0.0216,0.534,124.02
